SpotterId,ID1,NomeEmpresa,RazaoSocial,StatusEmpresa,CadastroEmpresa,TelefoneEmpresa,LimiteUsuarios
10258,28620040000155,GELA BOCA,CARMEL INDUSTRIA E COMERCIO DE SOBREMESAS LTDA,Inativo,2021-03-10,(44) 9884-98550,5
10259,31089572000112,Abdala Imóveis,ABDALA IMOVEIS SOLUÇÕES IMOBILIÁRIAS,Inativo,2021-03-10,(61) 9827-58804,2
10260,35944258000120,SÓLIDO AMBIENTAL,SOLIDO AMBIENTAL - TRANSPORTES DE RESIDUOS LTDA,Inativo,2021-03-11,(47) 9917-56488,4
10261,08824192000162,GSOL,GSCOM TECNOLOGIA E SERVICOS EM TELECOMUNICACAO LTDA,Inativo,2021-03-11,(21) 9960-00055,4
10262,13740059000168,CR Imóveis,CR Solucoes Imobiliarias LTDA,Inativo,2021-03-11,(47) 9960-71301,4
10264,23647531000176,Ytaty Esportes,ITAQUARACY ARAUJO NASCIMENTO,Inativo,2021-03-12,(71) 9933-30219,4
10267,09056346000186,Agropecuária Barros,AGROPECUARIA BARROS LTDA,Inativo,2021-03-12,(73) 9884-44550,4
10268,06127159000158,União Vitória Seguros,UNIAO VITORIA CONSULTORIA E CORRETAGEM DE SEGUROS LTDA,Ativo,2021-03-12,(27) 9887-88291,5
10269,36355420000138,Contec engenharia,CONTEC - SERVICOS DE INSTALACAO E MANUTENCAO ELETRICA LTDA,Inativo,2021-03-15,(91) 9899-31671,4
10270,24285984000162,MUTUAL,MUTUAL INTERMEDIACAO DE NEGOCIOS PAGAMENTOS E COBRANCA LTDA,Inativo,2021-03-15,(55) 9963-97423,4
10272,06207532000180,Vistar Vigilância e Segurança,VISTAR - VIGILANCIA E SEGURANCA LTDA,Inativo,2021-03-16,(11) 9478-47653,2
10273,37263487000105,A10 Tecnologia,A10 TECNOLOGIA E INOVACAO LTDA,Ativo,2021-03-16,(34) 3257-6551,7
10274,33543219000196,Biogenetics,BIOCHEMIE BIOTECNOLOGIA S/A,Inativo,2021-03-16,(34) 3253-4108,4
10275,02498157000114,Safrasul Sementes,SEMENTES SAFRASUL LIMITADA,Inativo,2021-03-16,(67) 9648-3524,4
10276,07669497000184,GPI Automotive,GPI ACESSORIOS AUTOMOTIVOS INDUSTRIA COMERCIO E EXPORTACAO LTDA,Inativo,2021-03-16,(11) 4051-2120,4
10277,01066625000208,Conexao Agricola,CONEXAO AGRICOLA COMERCIO E REPRESENTACAO LTDA,Inativo,2021-03-16,(63) 9997-35994,4
10278,11194932000139,MULTILUZ CORTINAS,MULTILUZ PERSIANAS E CORTINAS EIRELI,Inativo,2021-03-16,(11) 9473-62114,4
10279,32339110000179,V4 - BALNEÁRIO CAMBORIÚ,FRANCISCO CESAR DE ALENCAR ASSESSORIA DE MARKETING LTDA,Inativo,2021-03-16,(47) 9966-07245,4
10280,23533614000134,ATUALIDATA,ATUALIDATA SOLUCOES TECNOLOGICAS LTDA,Inativo,2021-03-17,(11) 9472-50599,4
10281,14648036000190,CPEN,CP&N CONSULTORIA PROCESSOS & NEGOCIOS LTDA,Inativo,2021-03-17,(11) 9735-61840,4
10282,09277651000106,VITORIA TINTAS,VITORIA TINTAS INDUSTRIA E COMERCIO LTDA,Inativo,2021-03-18,(43) 3372-8500,3
10283,40582557000100,FIX Tecnologias,THIAGO GRAHL,Inativo,2021-03-18,(11) 9332-31437,4
10285,07736144000150,Falker,FALKER AUTOMACAO AGRICOLA LTDA,Inativo,2021-03-18,(51) 9910-43879,4
10286,36577919000190,Engtop,ENGTOP ENERGIA & SERVIÇOS DE ENGENHARIA ELÉTRICA LTDA,Inativo,2021-03-18,(55) 8457-8189,3
10288,16644671000125,Anestech Innovation Rising,ANESTECH TECNOLOGIA DA INFORMACAO LTDA,Inativo,2021-03-19,(48) 9917-89052,5
10289,32419365000141,Wiser Tecnologia,WISER TECNOLOGIA E CIENCIA DE DADOS LTDA,Inativo,2021-03-19,(85) 9810-38274,4
10290,30748129000143,Écosolar Energia Fotovoltaica,DENIS AURELIO DE ALMEIDA SIMIONI,Inativo,2021-03-19,(69) 9927-55553,4
10291,30709830000153,EMPRETEC,EMPRETEC SERVICOS LTDA,Inativo,2021-03-19,(48) 2102-7950,4
10292,30709830000153,EMPRETEC,EMPRETEC SERVICOS LTDA,Ativo,2021-03-19,(48) 2102-7950,4
10293,07824875000157,Santerra Distribuidora,SANTERRA COMERCIO E DISTRIBUICAO DE PRODUTOS AGRICOLAS LTDA,Inativo,2021-03-19,(48) 3462-3456,4
10294,35675821000102,Mondonex,MDN CONSTRUTORA E INCORPORADORA LTDA,Ativo,2021-03-19,(44) 9917-20150,4
10295,51224830000133,Omron,OMRON ELETRONICA DO BRASIL LTDA,Ativo,2021-03-19,(11) 9836-40473,4
10296,31017863000103,Despachante 55 LLC,WARLEY CRISTOVAM VIEIRA 01194861644 (Despachante 55 LLC),Ativo,2020-08-27,(17) 8625-21710,2
10297,31017863000103,Despachante 55 LLC,WARLEY CRISTOVAM VIEIRA 01194861644 (Despachante 55 LLC),Ativo,2020-08-27,(17) 8625-21710,7
10298,31262907000152,Salles Solutions,SALLES SOLUTIONS GESTAO E TECNOLOGIA LTDA,Inativo,2021-03-22,(75) 9985-84568,2
10299,34779087000169,Rezzú Soluções,REZZU SOLUCOES ASSESSORIA LTDA,Inativo,2021-03-22,(62) 9810-55262,4
10300,30405820000124,Clinica Ogata,KENKO SERVICOS MEDICOS ESPECIALIZADOS LTDA,Ativo,2021-03-22,(11) 9943-43882,4
10301,11566074000106,Fácil Sistemas,FACIL SISTEMAS E SERVICOS LTDA,Ativo,2021-03-22,(33) 9885-68468,4
10302,10145553000196,MULTIPREMIUM COMUNICACAO INTEGRADA,MULTIPREMIUM COMUNICACAO INTEGRADA LTDA,Ativo,2021-03-24,(21) 2138-5600,7
10303,20974000191,CSSLOG,CARGO SHIPPING SAO PAULO LTDA,Inativo,2021-03-24,(11) 9864-43339,4
10304,19700505000197,PGG Chem,PGG CHEMICAL CORPORATION LTDA,Inativo,2021-03-24,(54) 9970-90800,8
10305,22009491000174,Repensa Energia ,"REPENSA ENERGIA COMERCIO, INDUSTRIA E SERVICOS ELETRICOS LTDA",Inativo,2021-03-24,(16) 3325-3655,4
10306,34486745000124,Hotel Fazenda Pedras Brancas,HOTEL FAZENDA LAGEANO LTDA,Inativo,2021-03-24,(49) 3223-2073,4
10307,02157629000175,Is Cool App,PROCOLOR PRODUTOS E SERVICOS DIGITAIS EIRELI,Ativo,2021-03-24,(19) 9817-00390,4
10308,08346746000163,Divino Hospitalar,DIVINO COMERCIO DE CORTINAS E ACESSORIOS EIRELI,Inativo,2021-03-24,(11) 3705-4315,4
10309,23412408000176,weKnow BI,WEK - TECHNOLOGY IN BUSINESS LTDA,Ativo,2021-03-24,(47) 9883-80503,5
10310,34559308000193,JLP Correias,JLP INDUSTRIA E COMERCIO DE CORREIAS LTDA,Inativo,2021-03-24,(48) 9996-30553,4
10311,38829443000162,EuAcerto,EUACERTO SERVICOS DE COBRANCA LTDA,Inativo,2021-03-24,(11) 9504-93215,4
10312,33840143000160,RCerti Certificado Didital,RCERTI SOLUCOES EMPRESARIAIS LTDA,Inativo,2021-03-24,(48) 9985-78881,4
10313,22949096000171,Plano Digital  Certificação,PLANO DIGITAL CERTIFICACAO LTDA,Ativo,2021-03-24,(51) 9950-01232,4
10315,17049185000121,Trato Ponto Soluções,TRATO PONTO SOLUCOES INFORMATICA E EQUIPAMENTOS LTDA,Inativo,2021-03-24,(71) 9935-36000,6
10316,07714104000107,Sumicity,SUMICITY TELECOMUICAÇÕES SA,Inativo,2021-03-26,(22) 9920-87243,4
10317,78626363000124,CERTI,FUNDAÇÃO CENTROS DE REFERÊNCIA EM TECNOLOGIAS INOVADORAS - CERTI,Ativo,2017-05-25,(48) 3239-2114,5000
10318,20520126000102,Absoluta Certificado Digital,ABSOLUTA CERTIFICADO DIGITAL LTDA,Ativo,2021-01-29,(11) 9880-26435,5
10319,20520126000102,Absoluta Certificado Digital,ABSOLUTA CERTIFICADO DIGITAL LTDA,Ativo,2021-01-29,(11) 9880-26435,5
10320,23502561000194,GRONOW,AGRONOW TECNOLOGIA S.A,Inativo,2021-03-26,(91) 9842-24781,5
10321,27072782893,TecBan,TECNOLOGIA BANCÁRIA S.A,Inativo,2021-03-29,(11) 9438-92009,4
10322,37074356000180,KARAVELA,KARAVELA - CONSULTORIA & CONTABILIDADE LTDA,Inativo,2021-03-29,(31) 9927-62423,2
10323,17488906000108,Roger Energy,FALCON & ROGER ENERGY ENERGIA RENOVAVEL LTDA,Ativo,2021-03-29,(48) 9966-99418,2
10324,27924363000170,Alpha Solar,ALPHA SOLAR LTDA,Inativo,2021-03-29,(55) 2299-95069,4
10325,08260859000141,BBI SOLUTIONS,BEHEMOTH INTELIGENCIA PARA OS NEGOCIOS LTDA,Inativo,2021-03-29,(11) 9999-95500,2
10326,05964994000260,Silnave,SILNAVE NAVEGACAO S A,Inativo,2021-03-29,(91) 9916-64030,4
10327,28811781000113,DeliveryON,DELIVERYON SERVICOS ON LINE LTDA,Inativo,2021-03-29,(24) 9990-60977,4
10328,29408095000169,Base Consultoria,RD SERVICOS TEMPORARIOS EIRELI,Inativo,2021-03-29,(11) 3594-3673,4
10330,10709188000103,Ciranda de Livro,PIXEL GRAFICA EDITORA E PRODUTOS DIGITAIS EIRELI,Ativo,2021-03-30,(19) 9934-69449,6
10331,30187372000130,2BR BRASIL BORRACHA LÍQUIDA,SERGIO FERNANDO CHICALSKI GAIA,Ativo,2021-03-30,(47) 9910-58255,4
10332,32129994000137,TAB Energia,TAB ENERGIA RENOVAVEL LTDA,Inativo,2021-03-30,(47) 9925-01826,2
10334,22962561000104,Agência Trii,NEWR2 MONITORACAO DIGITAL LTDA,Ativo,2021-03-30,(21) 9686-23795,5
10335,07577748000109,Casa do Cafeicultor,CASA DO CAFEICULTOR MANHUAÇU LTDA,Inativo,2021-03-30,(33) 9991-41718,2
10336,13885290000140,Competi Sistemas,ANDRE LUIZ COPETTI,Inativo,2021-03-30,(62) 3098-2122,4
10338,69346856000110,SICOOB CREDIMOGIANA,CECM DOS PROFISSIONAIS DA SAÚDE DA REGIÃO DA ALTA MOGIANA - SICOOB CREDIMOGIANA,Ativo,2021-03-31,(16) 9338-6534,10
10339,19355447000101,IR Instalações,IGOR SOARES DOS AFLITOS,Inativo,2021-03-31,(81) 9828-58177,4
10340,17098220000100,Condoplus Cobranças,CONDOPLUS SOLUCOES DE COBRANCA CONDOMINIAL LTDA,Inativo,2021-03-31,(41) 9889-42739,4
10341,05393464000129,APS TECNOLOGIA,DG INFORMATICA LTDA,Inativo,2021-03-31,(81) 9978-01231,4
10342,07772415000122,FLEXPRO SISTEMAS LTDA,FLEXPRO SISTEMAS,Inativo,2021-03-31,(49) 9841-92727,4
10343,01919316000144,OGASEC CONSULTORIA E INFORMATICA S.A,OGASEC CONSULTORIA E INFORMATICA S.A,Ativo,2021-03-31,(11) 9345-58004,4
10344,18210964000120,VKN SEGUROS CORRETORA DE SEGUROS LTDA,VKN SEGUROS CORRETORA DE SEGUROS LTDA,Ativo,2021-03-31,(11) 4028-8500,4
10346,78626363000124,CERTI,FUNDAÇÃO CENTROS DE REFERÊNCIA EM TECNOLOGIAS INOVADORAS - CERTI,Ativo,2017-05-25,(48) 3239-2114,5000
10348,08412209000174,Lecca,INVEXTCRED CONSULTORIA LTDA,Inativo,2021-04-05,(11) 3075-9571,4
10349,24326658000156,BTG Agencia,BTG COMUNICACAO VISUAL EIRELI,Inativo,2021-04-05,(21) 9990-38144,4
10350,10318701000127,MTQ SERVICOS DE METROLOGIA ,MTQ SERVICOS DE METROLOGIA LTDA,Inativo,2021-04-05,(51) 3031-6700,4
10351,04624125000143,DESENTUPIDORA IMPERIO ,DESENTUPIDORA IMPERIO EIRELI,Inativo,2021-04-05,(11) 3983-1006,2
10352,08172815000160,KRUEGER ASSESSORIA ,KRUEGER ASSESSORIA DE IMPORTACAO E EXPORTACAO LTDA,Inativo,2021-04-05,(47) 9911-03900,4
10353,10583263000124,VIA\W CONSULTORIA,VIA\W CONSULTORIA LTDA,Inativo,2021-04-05,(11) 9420-10689,4
10355,10981598000109,Erzeg,ERZEG INDUSTRIA ELETROELETRONICA LTDA.,Inativo,2021-04-05,(47) 9884-59017,4
10356,33338709000150,Gestão 4.0,G40 TREINAMENTOS E CURSOS LTDA,Ativo,2021-04-05,(11) 9729-34892,11
10388,23256180000172,RESOLVE Solar,RESOLVE FACIL CONSTRUCOES LTDA,Inativo,2021-04-06,(98) 9848-82005,4
10389,32340210000115,Casa Sol,DISTRIBUIDORA EU AMO PAO LTDA,Inativo,2021-04-06,(31) 9969-12626,4
10390,05428195000199,Climabrisa,RENASUL INDUSTRIA DE EQUIPAMENTOS PARA CLIMATIZACAO EIRELI,Inativo,2021-04-06,(46) 9911-59363,3
10391,02070887000110,Simetria Pesquisas,SIMETRIA CONSULTORIA E PESQUISA LTDA,Inativo,2021-04-06,(91) 9828-11920,3
10392,19801785000120,ENERGY3,ENERGY3 ENGENHARIA E CONSULTORIA EM ENERGIAS RENOVAVEIS LTDA,Inativo,2021-04-07,(51) 9970-12201,4
10393,20232446000159,Secure Service,SECURE SERVICE IT TECNOLOGIA DA INFORMACAO LTDA,Inativo,2021-04-07,(71) 9350-00520,4
10394,25278459000182,SEGURPRO,SEGURPRO VIGILANCIA PATRIMONIAL S/A,Ativo,2021-04-07,(11) 9110-32806,4
10396,11584085000119,FORTE PAN DISTRIBUIDORA E REPRESENTACAO LTDA,FORTE PAN DISTRIBUIDORA E REPRESENTACAO LTDA,Inativo,2021-04-07,(21) 9851-84904,3
10397,10464126000170,Embala Brasil,EMBALA BRASIL INDUSTRIA E COMERCIO DE MAQUINAS LTDA,Inativo,2021-04-08,(51) 3748-8151,4
10398,20947407000138,SIEG ,SIEG SOLUÇÕES INTELIGENTES LTDA,Inativo,2021-04-08,(21) 9710-01084,12
10399,30320412000170,IBM Prime ,IBM PRIME SOLUCOES IMOBILIARIAS LTDA.,Ativo,2021-04-08,(16) 3360-28900,3
10403,38120052000174,WORKHUB DIGITAL,WORKHUB DIGITAL LTDA,Inativo,2021-04-08,(11) 9655-27881,4
10404,10876445000193,INSIDER.TRAINING,SALES TALENT CONSULTORIA LTDA,Inativo,2021-04-08,(11) 9818-19624,3
10405,26943819000186,GE-Commerce,G&F NEGOCIOS ONLINE E ATIVIDADES DE GESTAO LTDA,Ativo,2021-04-08,(61) 9846-52110,6
10406,27253559000180,Colideal Argamassas,INDUSTRIA DE ARGAMASSA E DERIVADOS COLIDEAL EIRELI,Inativo,2021-04-08,(83) 9930-14830,4
10407,12523138000154,Clipack,MULTICLIP COMERCIO DE GRAMPOS FERRAGENS E EMBALAGENS EIRELI,Inativo,2021-04-08,(11) 9902-65504,2
10408,10624695000136,Brothers Service,BROTHERS SERVICE COMPANY LTDA,Inativo,2021-04-09,(41) 9976-42047,4
10409,10461829000145,LAB1 Consultoria,LAB1 CONSULTORIA LTDA.,Inativo,2021-04-09,(11) 3042-5050,4
10410,19243926000136,Delantero comunicação e publicidade,AGENCIA DELANTERO BTL LTDA,Inativo,2021-04-09,(85) 9887-45602,4
10411,40087992000150,HSPW,HSPW SAUDE PREVENTIVA LTDA,Inativo,2021-04-12,(12) 9826-00055,4
10412,24992371000165,STEGIA,STEGIA DO BRASIL LTDA,Inativo,2021-04-12,(62) 9983-62633,4
10413,82982307000108,Kohler & Cia.,KOHLER TINTURARIA LTDA,Inativo,2021-04-12,(47) 9913-13637,4
10414,82604042000104,Transville,TRANSVILLE TRANSPORTES E SERVICOS LTDA,Inativo,2021-04-12,(47) 3461-8888,4
10415,29597360000102,Grupo JRC,Operadora JRC Telecomunicações Ltda,Inativo,2021-04-13,(11) 4800-4100,4
10416,26042467000198,MEDPASS TECNOLOGIA LTDA,MEDPASS TECNOLOGIA LTDA,Inativo,2021-04-13,(51) 9925-88780,4
10417,56939333000135,IDEL INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA LTDA,IDEL INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA LTDA,Inativo,2021-04-13,(11) 9451-56856,4
10418,13637872000107,KONIA CONSULTORIA EM INFORMATICA LTDA,KONIA CONSULTORIA EM INFORMATICA LTDA,Inativo,2021-04-13,(11) 9762-43546,4
10419,01790382000167,VITAI SOLUCOES LTDA,VITAI SOLUCOES LTDA,Inativo,2021-04-13,(21) 9837-20175,4
10420,15766003000108,SAFEWATER ,SAFE WATER BRASIL LTDA,Inativo,2021-04-13,(11) 9948-08941,2
10421,35255914000188,Pangea Branding,Pangea Branding,Inativo,2021-04-13,(66) 9986-6900,4
10422,03779353000120,RAMONE''S ADMINISTRADORA ,RAMONE''S ADMINISTRADORA E CORRETORA DE SEGUROS LTDA,Inativo,2021-04-14,(38) 9910-29844,3
10423,08628654000176,Innovent Solutions,INNOVENT REPRESENTACOES E COMERCIO DE SOFTWARE LTDA,Inativo,2021-04-14,(11) 2236-3607,4
10424,07775838000104,ClapMe,CLAPME COMERCIO E SERVICOS DE INTERNET LTDA.,Inativo,2021-04-14,(11) 9538-67739,4
10425,26941882000183,SILVER GAMES ,SILVER GAMES DESENVOLVIMENTO DE JOGOS E SOFTWARES LTDA,Inativo,2021-04-14,(47) 9963-57626,4
10429,34916729000124,DIÁRIO DO ALTO VALE,DAV & DAV COMUNICACOES LTDA,Ativo,2021-04-15,(47) 9917-31026,4
10431,12691209000128,Damásio Educacional Unidade Joinville,CENTRO DE ESTUDOS PREPARATORIOS DE JOINVILLE LTDA,Inativo,2021-04-15,(47) 9999-31586,4
10433,61216867000173,MOVEIS RICCO LTDA,MOVEIS RICCO LTDA,Inativo,2021-04-16,(11) 3081-6100,4
10434,21816934000176,PERSIS''S CLIMATIZACAO E GLAZING LTDA,PERSIS''S CLIMATIZACAO E GLAZING LTDA,Inativo,2021-04-16,(55) 4199-54225,3
10435,34394467000185,SOFTALIZA ,SOFTALIZA TECNOLOGIAS LTDA,Ativo,2021-04-16,(55) 9997-59966,5
10436,25211431000128,ESOL SOLUCOES ECOLOGICAS DE ENGENHARIA LTDA,ESOL SOLUCOES ECOLOGICAS DE ENGENHARIA LTDA,Ativo,2021-04-16,(51) 9998-46154,4
10437,35255914000188,Pangea,PANGEA BRANDING MARKETING LTDA,Inativo,2021-04-16,(66) 9986-6900,4
10438,11061153000165,TRUST CONTROL,TRUST CONTROL - SEGURANCA EM TECNOLOGIA DA INFORMACAO LTDA,Inativo,2021-04-16,(85) 9877-31095,4
10439,00099845000186,Faculdade FAMA,Instituição Ituramense de Ensino Superior,Inativo,2021-04-16,(34) 3411-9707,4
10440,18055283000134,SERNET,SERNET SERVICOS EM TECNOLOGIA LTDA,Ativo,2021-04-16,(16) 9910-85591,4
10441,23799909000157,AXIS,AXIS SOLUTIONS MANUFATURA DIGITAL LTDA,Ativo,2021-04-16,(11) 9857-59716,4
10442,21773912000176,ENEERGIA,ENEERGIA SERVICOS DE ENGENHARIA E CONSULTORIA LTDA,Ativo,2021-04-16,(92) 9827-44473,4
10443,09276674000198,Easyone,EASYONE CONSULTORIA LTDA,Inativo,2021-04-19,(41) 9888-20323,4
10445,30809195000186,NEOMED,NEOMED TECH CONSULTORIA EM TI LTDA,Ativo,2019-10-30,(21) 9887-70209,6
10446,30809195000186,NEOMED,NEOMED TECH CONSULTORIA EM TI LTDA,Ativo,2019-10-30,(21) 9887-70209,7
10447,33872824000100,Kiddo CX,RMS&Z DESIGN DE PRODUTOS DIGITAIS E TECNOLOGIA LTDA,Inativo,2021-04-19,(11) 9961-55093,4
10448,15684914000196,Integrale Soluções Empresariais,INTEGRALE SOLUCOES EMPRESARIAIS LTDA,Inativo,2021-04-19,(14) 9972-31377,4
10449,17763911000920,Instituto Adventista Pernambucano de Ensino - IAPE,INSTITUICAO ADVENTISTA DE EDUCACAO LESTE BRASILEIRA,Inativo,2021-04-20,(81) 9790-26007,4
10450,09390540000101,LK6 INFORMATICA,LK6 INFORMATICA LTDA,Inativo,2021-04-20,(51) 9999-97030,4
10451,10812693000170,PACTO TELECOM,PACTO TELECOMUNICACOES LTDA,Inativo,2021-04-20,(21) 3684-8140,2
10452,11648657000186,MATRI INVESTIMENTOS,MATRI INVESTIMENTOS LTDA,Inativo,2021-04-20,(11) 9893-38008,10
10453,05377571000163,Isojato,RODRIGUES MACHADO MANUTENCAO INDUSTRIAL EIRELI,Ativo,2021-04-20,(62) 3354-4806,4
10454,05377571000163,Isojato,RODRIGUES MACHADO MANUTENCAO INDUSTRIAL EIRELI,Inativo,2021-04-20,(62) 3354-4806,4
10455,63917876000117,DATA PLACE,DP Informatica Ltda EPP,Inativo,2019-10-31,(19) 9974-84797,4
10456,26722268000120,TANAPORTA HORTIFRUTI DELIVERY LTDA,TANAPORTA HORTIFRUTI DELIVERY LTDA,Inativo,2021-04-20,(61) 9986-87999,4
10457,50934397000167,GRUPO CLAREZA,CLAREZA - TERCEIRIZACAO DE SERVICOS LTDA,Inativo,2021-04-20,(11) 9654-94899,4
10459,06865342000150,DIGITAL EMCS,MARTINS E ANDRADE SERVICOS,Inativo,2021-04-22,(79) 9813-10133,4
10460,41402741000186,Imobo,HARVEY LTDA,Inativo,2021-04-22,(48) 9844-99885,4
10461,32773698000174,XLZ ,XLZ GESTAO DIGITAL DE NEGOCIOS LTDA,Inativo,2021-04-22,(11) 9728-92887,6
10462,34814864000169,Virtual 360,VIRTUAL 360 TECNOLOGIA LTDA,Inativo,2021-04-23,(21) 2292-3713,5
10463,30295719000168,CGR ENERGIA E ENGENHARIA LTDA,CGR Energia,Inativo,2021-04-23,(61) 9984-21080,4
10464,08288515000140,Gráfica Revelação,GRAFICA E EDITORA REVELACAO LTDA,Inativo,2021-04-23,(11) 9861-10184,6
10465,16994727000171,PBF GRAFICA E TEXTIL LTDA,PBF GRAFICA E TEXTIL LTDA,Inativo,2021-04-23,(81) 9962-66436,4
10466,06355031000141,EMPREWORK CONTABILIDADE EIRELI,EMPREWORK CONTABILIDADE EIRELI,Inativo,2021-04-23,(41) 9851-24493,3
10467,10331901000110,PYDNA - ASSESSORIA E PARTICIPACOES LTDA,PYDNA - ASSESSORIA E PARTICIPACOES LTDA,Inativo,2021-04-23,(21) 9972-57358,4
10468,11486771000157,UNICONTROL,UNICONTROL CONTROLE DE PRAGAS LTDA.,Inativo,2021-04-23,(51) 9848-89999,4
10469,08981461000102,GRANDES LAGOS ,GRANDES LAGOS SERVICOS DE APOIO ADMINISTRATIVO LTDA,Inativo,2021-04-23,(17) 9974-71540,4
10470,91504514000130,Imunizadora Hoffmann,IMUNIZADORA HOFFMANN LTDA,Inativo,2021-04-26,(51) 9954-16444,4
10471,05940708000146,Logme,C V DALMONTE,Ativo,2021-04-26,(19) 3561-7272,4
10472,39607138000199,TRICON CONTABILIDADE,"TRICON CONTABILIDADE, CONSULTORIA TRIBUTARIA LTDATR",Inativo,2021-04-26,(44) 3246-6535,2
10473,07086205000180,NPostos,SANDRA A.D.B. TEIXEIRA POSTOS E INSTALACAO COMERCIO E MANUTENCAO EM EQUIPAMENTOS PARA POSTOS DE COMBUSTIVEIS,Ativo,2021-04-26,(16) 9812-61772,2
10474,07698596000194,WEBMAIS ,WEBMAIS SISTEMAS LTDA.,Ativo,2021-04-27,(48) 3046-6946,12
10475,29067310000105,Umentor,UMENTOR DESENVOLVIMENTO E TREINAMENTO LTDA,Ativo,2021-04-27,(54) 9911-12855,7
10476,14748351000190,GEST&COND,ALVES ADMINISTRADORA DE CONDOMÍNIO LTDA,Inativo,2021-04-27,(92) 9913-22521,2
10477,33953925000106,24Visit,IVISIT360 TECNOLOGIA IMOBILIARIA EIRELI,Inativo,2021-04-27,(61) 9999-94462,4
10478,23799909000157,AXIS SOLUTIONS,AXIS SOLUTIONS MANUFATURA DIGITAL LTDA,Inativo,2021-04-27,(11) 9857-59716,3
10479,10538355000192,ACTIVOX SOLUCOES EM CONTACT CENTER EIRELI,ACTIVOX SOLUCOES EM CONTACT CENTER EIRELI,Inativo,2021-04-28,(85) 9981-88947,4
10480,01305124000148,Icatu Bahia,ICATU BRASIL SERVIÇOS LTDA,Inativo,2021-04-28,(71) 9996-12522,5
10481,78534674000163,IPEL,INDAIAL PAPEL EMBALAGENS LTDA,Inativo,2021-04-29,(47) 3301-0191,4
10482,04755956000154,W.K.IMPRESSAO DIGITAL ,W.K.IMPRESSAO DIGITAL EIRELI,Ativo,2021-04-29,(11) 9812-41615,9
10483,30772504000190,HT4 Tecnologia,HT4 Tecnologia Em Locações e Manutenções Eireli,Ativo,2021-04-29,(51) 3027-5550,4
10485,19832434000186,WALTER SHIN FUJINAKA JUNIOR,WALTER SHIN FUJINAKA JUNIOR,Inativo,2021-04-29,(67) 9996-57709,4
10486,12134405000100,SIGE,SIGE CLOUD SISTEMA DE GESTAO LTDA,Inativo,2021-04-29,(48) 9881-92688,4
10487,01480798000189,PACIFIC IMPORTACAO EXPORTACAO E COMERCIO LTDA,PACIFIC IMPORTACAO EXPORTACAO E COMERCIO LTDA,Inativo,2021-04-29,(11) 9893-58869,4
10488,04075439000134,ASSC INFORMATICA LTDA,ASSC INFORMATICA LTDA,Inativo,2021-04-29,(48) 3249-0227,4
10489,30189550000161,UDS TECNOLOGIA,UDS TECNOLOGIA,Ativo,2021-04-29,(44) 3033-6650,6
10490,20442044000189,ATT SOLUCOES E EMPREENDIMENTOS ,ATT SOLUCOES E EMPREENDIMENTOS EIRELI,Inativo,2021-04-30,(91) 9833-48880,4
10491,04205581000159,ALIANCA TRADUCOES E COMUNICACOES,ALIANCA TRADUCOES E COMUNICACOES LTDA,Inativo,2021-04-30,(11) 9917-55721,4
10492,21560411000101,CLASSAPP SISTEMAS LTDA,CLASSAPP SISTEMAS LTDA,Inativo,2021-04-30,(41) 9993-26100,4
10493,10931607000149,Promotora Fontes,FP Informações Cadastrais,Ativo,2021-04-30,(48) 9990-89896,10
10494,34401716000112,OLIVEIRA & ASSOCIADOS - Franquia V4 Company,ITALO JACO DE OLIVEIRA 01647720141,Inativo,2021-04-30,(65) 9928-56616,4
10495,08602925000114,JD BROKERS,CARJUNDI - INCORPORAÇÃO IMOBILIÁRIA,Ativo,2019-01-14,,5000
10496,06250888000105,Franco Figueiroa,FRANCO FIGUEIROA CONSULTORIA E CORRETAGEM DE SEGUROS LTDA,Ativo,2021-05-03,(11) 9342-91020,7
10497,36540979000138,Unimed Costa Verde,UNIMED COSTA VERDE RJ,Inativo,2021-05-03,(21) 9964-56100,4
10498,00287054000180,OTIMIZA CONSULTORIA EM ADMINISTRAÇÃO LTDA,OTIMIZA CONSULTORIA EM ADMINISTRAÇÃO LTDA,Ativo,2021-05-03,(54) 9997-98215,4
10499,13631679000169,GAC BRASIL CONSULTORIA LTDA,GAC BRASIL CONSULTORIA LTDA,Inativo,2021-05-03,(11) 4858-93000,4
10500,23411020000150,INVALV MANUTENCAO E SERVICOS DE VALVULAS INDUSTRIAIS LTDA,INVALV MANUTENCAO E SERVICOS DE VALVULAS INDUSTRIAIS LTDA,Inativo,2021-05-03,(15) 9918-26476,4
10501,09099038000138,AGILIZA ADMINISTRADORA DE RECEBIVEIS LTDA,AGILIZA ADMINISTRADORA DE RECEBIVEIS LTDA,Inativo,2021-05-03,(43) 3878-7001,4
10502,32099322000126,ESCOLAS EXPONENCIAIS LTDA,ESCOLAS EXPONENCIAIS LTDA,Inativo,2021-05-03,(19) 9985-10297,4
10503,05906857000199,SBR Brasil,Bruno de Sousa Castro Equipamentos ME,Ativo,2021-05-03,(11) 9730-16118,4
10504,20585961000465,Varejão do Piso,VAREJAO DO PISO MATERIAIS E CONSTRUCAO LTDA,Inativo,2021-05-03,(61) 9992-99541,4
