ID,CNPJ,RAZAO
3915,32443882000156,ANDREY LEOCADIO RIBEIRO CAMARGO DE FRANCA 08801663986
3916,27532599000160,APRIORI TRADE LTDA
3917,26588664000107,"AVA BR CONSTRUCOES E EDIFICACOES, INSTALACOES ELETRICAS E COMERCIO"
3918,30835659000129,AVI ANALISE DE PESQUISA DE MERCADO LTDA
3919,57909806000114,B&F DIAS INDUSTRIA E COMERCIO LTDA
3920,77821940000257,BANDEIRANTE COMPRESSORES LTDA EPP
3921,2623157000107,BGF ALIMENTOS LTDA
3922,24304466000149,BRC DESENVOLVIMENTO DE PESSOAS LTDA
3923,16422582000134,BRDU CONSULTORIA IMOBILIARIA LTDA
3924,22173113000121,BROKERHUNTER NEGOCIOS E PARTICIPACOES EIRELI
3925,30869303000106,C. M. G. G. PAISSE
3926,22495353000142,CAMINHAO MARCADO EIRELI
3927,28520341000107,CCOMUNIKA COMUNICACAO & MARKETING EIRELI
3928,28115607000136,CHINA GATE IMPORTACAO E EXPORTACAO LTDA
3929,2606408000137,CONDOR VEICULOS LTDA
3930,13431971000138,CREDSUL SOLUCOES CORPORATIVAS EIRELI
3931,31600817000124,DENILSON TRINDADE MAURER 00912392061
3932,10229548000161,DIEGO DE ALMEIDA PRATA SARTORELLI
3933,27445877000142,DISC CORRETORA DE SEGUROS E ADMINISTRADORA DE BENEFICIOS LTDA
3934,495819000177,DUANNY INFORMATICA EIRELI
3935,10742035000150,ESCRITORIO DE COBRANCA VICTOR ARAMIZ CASAGRANDE LTDA
3936,22809440000127,FENIX PRODUTOS NATURAIS E ARTESANAIS LTDA
1486,1272361000150,LUCABE MATERIAIS ELETRICOS LTDA
3938,6953218000147,FORTAL ADMINISTRACAO E SERVICOS LTDA
3939,7649362000157,FOX IN LINE TECHNOLOGIES LTDA
3940,28621967000100,G3 AUTOMATION INDUSTRIA E COMERCIO DE MAQUINAS EIRELI
3941,7390450000187,GERAL FILMES LTDA - EPP
3942,6182404000391,GESTAOCONT CONTABILIDADE LTDA
3943,22951899000160,GRUPO ESTUDA LTDA
3944,8191866943,GUILHERME HAHN 081.918.669-43
3945,20372291000156,HUDSON ALMEIDA OLIVEIRA 00118644190
3946,9624965000120,IAS ENGENHARIA E MEIO AMBIENTE EIRELI
3947,388601000113,IHM-ENGENHARIA E SISTEMAS DE AUTOMACAO LTDA
3948,3657773000133,ILOG TECNOLOGIA LTDA - EPP
3949,18173548000107,INR CORPORATION IMPORTADORA LTDA.
3950,37135779000162,INSIDE TECNOLOGIA DA INFORMACAO LTDA
3951,30920127000190,INSTITUTO AVANCADO FERREIRA EIRELI
3952,32110717000182,INSTITUTO NACIONAL DA QUALIDADE E SOLUCOES TECNOLOGICAS S/S LTDA
3953,10410172000197,INSTITUTO PHYTUS LTDA
3954,20139627000135,INTEKNET SOLUCOES EM TI - EIRELI
3955,28572270000196,J NACIF GOMES RODRIGUES ENGENHARIA
3956,9589071000146,JLLE INTERMEDIACAO E ADMINISTRACAO DE IMOVEIS LTDA
3957,84948157000133,JUNTO SEGUROS S.A.
3958,31640499000125,KAREN NUNES DOS SANTOS 00822295032
3959,1261309000106,LINKBIZ MARKETING DIGITAL LTDA
3960,31100494000100,LUIZ FELIPE DE CASTRO BAIA ANTUNES 09941814694
3961,7829549000132,MAIA AZEVEDO CONSULTORIA LTDA
3962,36536658000160,MAPPERIDEA DESENVOLVEDORA DE SOFTWARE LTDA
3963,34063609000121,MAURICIO VICENTE COLOMBI
3964,12000108000163,MB2 MULTIMIDIA LTDA
3965,1448236000158,META CORREIAS & MAQUINAS LTDA
3966,23845741000179,MONDITECH DESENVOLVIMENTO DE SISTEMAS LTDA
3967,22744232000197,MONTE CRISTO EIRELI
3968,10467906000174,MOOVE ENERGIA SOLAR LTDA
3969,6847915000202,NANOX TECNOLOGIA S/A
3970,24052658000105,NEUROBOTS PESQUISA E DESENVOLVIMENTO LTDA
3971,33910210000176,ORAL UNIC ODONTOLOGIA RECIFE LTDA
3972,9687900000123,PERSONAL NET TECNOLOGIA DE INFORMACAO LTDA
3973,79608055000139,PINHO COMISSARIA DE DESPACHOS S A
3974,2901025000191,PORTE SOFTWARE LTDA
3975,14993118000172,PRIME SOLUCOES CONTABEIS LTDA
3976,20173574000179,PRIXTAR LTDA
3977,13229160000159,R122 TREINAMNETO E DESENVOLVIMENTO LTDA
3978,5509590000104,RADIOPRO SISTEMAS LTDA
3979,21881498000119,S A FONTANA JUNIOR - SOFTWARE
3980,21508583000136,SAGHI AGENCIA DE PUBLICIDADE LTDA
3981,3148465000182,SCALCO DESENVOLVIMENTO EMPRESARIAL LTDA
3982,15174013000154,SERVSTAR COMERCIO E SERVICOS EM TELEFONIA E INFORMATICA EIRELI
3983,3004721000168,SHOPPING BRASIL TECNOLOGIA DA INFORMACAO LTDA
3984,11177095000130,SILVA & OLIVEIRA SOCIEDADE DE ADVOGADOS
3985,4303733000156,SISTEMAR - AUTOMACAO COMERCIAL E ASSISTENCIA TECNICA LTDA
3986,28844734000176,SIZE AGENCIA DE PUBLICIDADE LTDA
3987,9408716000105,SOFTWILLIANS INFORMATICA LTDA
3988,27406783000164,SOLARIUM BRASIL ENGENHARIA E CONSULTORIA ENERGETICA EIRELI
3989,7495960000119,SOMAR TECNOLOGIA LTDA
3990,18112337000156,SQUADRA CONSTRUCOES EIRELI
3991,27120235000173,SUELI KRAUS COELHO DE FARIAS 89274709900
3992,25079967000131,SUNNING COMERCIO DE EQUIPAMENTOS DE ENERGIA LTDA
3993,254455000133,T.D.P SISTEMAS DE INFORMACAO LTDA
3994,22380101000178,TAURI ENERGIA SOLAR FOTOVOLTAICA LTDA ME
3995,2355505000102,TGM MAQUINAS E EQUIPAMENTOS EIRELI
3996,82602327000106,UNIMED DE JOINVILLE COOPERATIVA DE TRABALHO MEDICO
3997,16729506000176,VALLUS CAPITAL SECURITIZACAO DE CREDITOS LTDA
3998,13660118000198,VERDI IMOVEIS LTDA
3999,8585538000117,VITAL WORK - NUCLEO DE SAUDE COMPLEMENTAR LTDA
4000,30537417000159,VOOOZER SERVICOS DE INTERNET LTDA
4001,27538802000106,VOX16 IMOVEIS LTDA
4002,4246339000123,WEALTH SYSTEMS INFORMATICA LTDA
4003,27582621000187,WEBIP SISTEMAS E TECNOLOGIA LTDA
4004,36521716000181,A. M. PENNA LTDA
4005,31002062000166,A.P. LEITE ROLIM SANCHEZ
4006,4398168000158,ACCESSTAGE TECNOLOGIA S.A.
4007,6326419000114,ACQUAPLAN TECNOLOGIA E CONSULTORIA AMBIENTAL LTDA
4008,19773895000125,ACTUM TREINAMENTOS MG LTDA
4009,30671679000101,ADRICC COACHING CORPORATE CONSULTORIA EM PERFORMANCE EIRELI
4010,21894487000173,AKSUM IT SERVICES LTDA
4011,12942976000162,ALPHA CLEAN SERVICOS DE CONTROLE DE PRAGAS LTDA
4012,21849037000169,ALTO VALE SERVICOS DIGITAIS EIRELI
4013,30775517000113,ANTHOR SERVICOS E TECNOLOGIA LTDA.
4014,3254625000178,ANTONIV - INFORMATICA LTDA
4015,19220022000195,BCS SISTEMAS LTDA
4016,24540887000179,BEM ACOMPANHADO CORRETORA DE SEGUROS LTDA
4017,18979355000130,BR SERVICOS ONLINE LTDA
4018,14593670000173,BRUNING SISTEMAS LTDA
4019,7756254000183,C & S TECHNOLOGIES ELABORACAO DE PROGRAMAS DE COMPUTADORES LTDA.
4020,9284196000168,CAPITALIZA CONTABILIDADE EMPRESARIAL S/S LTDA
4021,14408651000120,CIAT - CENTRO INTEGRADO DE ARMAZENAGEM E TRANSPORTE LTDA
4022,5075925000115,CIGO SOFTWARE DE GESTAO LTDA
4023,74405127000127,CITROPACK INDUSTRIA E COMERCIO DE EMBALAGENS LTDA
4024,33416861000104,CLINICA ORAL UNIC ODONTOLOGIA TAUBATE LTDA
4025,31531997000130,CONPAY TECNOLOGIA E PAGAMENTOS S.A
4026,7420351660,Davidson Henrique Amancio 074.203.516-60
4027,14623034000147,DRESSING MARKETING DIRETO LTDA
4028,8267673000114,DTLPLACAS-COMERCIO DE BRINDES E GRAVACOES LTDA
4029,22091942000165,EFI ENERGY ENGENHARIA E CONSULTORIA LTDA
4030,72745979000138,ENGEMON COMERCIO E SERVICOS TECNICOS LTDA
4031,25079251000134,"ESPACO AD PROJETOS DE INTERIORES, EVENTOS E SOLUCOES EM ECONOMIA DE AGUA EIRELI"
4032,4813607000141,ESSENCE CONSULTORIA EM INFORMATICA LTDA
4033,7382761000102,EVOLUCAO COMERCIO DE COMPRESSORES E EQUIPAMENTOS LTDA
4034,14758255000122,FABRICIO KERBER & CIA LTDA
4035,8935404000189,FALCON - TECNOLOGIA INFORMATICA EIRELI
4036,30148925000145,FORTLOTES LOTEADORA E IMOBILIARIA LTDA
4037,27360642000158,FURLAN INSTALACOES ELETRICAS LTDA
4038,26198464000148,FUTURE MINDS EIRELI
4039,26588408000110,GALILEOSOFT SOLUCOES EM TI LTDA
4040,3200626000130,GERAPLAST INDUSTRIAL DE PLASTICOS LTDA
4041,18848300000190,GM CORRETORA DE SEGUROS LTDA
4042,19072559000155,GRAEF TRADING IMPORTACAO EXPORTACAO LTDA
4043,5932594000192,GRAFICA SUL OESTE LTDA
4044,1413092000102,GROUP SOFTWARE LTDA
4045,36154298000131,GUANAIRA DE SOUZA PAINS RIOS
4046,19680915000113,H. TOGNOLI E SILVA INFORMACAO
4047,7732785000136,HERBIA COMERCIO DE PRODUTOS NATURAIS E ORGANICOS EIRELI
4048,10979108000121,HYDROINFORMATICS SOLUTIONS - SOLUCOES DE HIDROINFORMATICA LTDA
4049,3089522000108,I9 SHIPPING TRANSPORTES E LOGISTICA LTDA
4050,79753455000138,IMOBILIARIA RAZAO LTDA
4051,4238745000144,IMOBILIARIA SANTAMERICA LTDA
4052,57774440000113,INFOX COMERCIO E PRESTADORA DE SERVICOS S/A
4053,29812626000184,INTEGRA SISTEMAS SERVICOS DE INFORMATICA LTDA
4054,28287900000180,INTERBAHIA TRANSPORTE E LOGISTICA - EIRELI
4055,89845000103,JL INFORMATICA LTDA
4056,6555271000190,JUSTO IMOVEIS E NEGOCIOS LTDA
4057,25178819000174,L A BACCARO IMOBILIARIA
4058,33855951000100,L. R. DE MATOS PROMOCAO DE VENDAS
4059,13762777000135,LEAD NEGOCIOS INTELIGENTES LTDA - ME
4060,24946429000134,LUCAS DA SILVA RIBEIRO
4061,13098174000180,MACIEL AUDITORES S/S
4062,22599678000175,MARCUS CIRQUEIRA ADMINISTRADORA DE IMOVEIS EIRELI
4063,1926868000180,MAYON ENERGIA SOLAR E CONSTRUCOES LTDA
4064,25257765000132,MC - ASSESSORIA TECNICA E CONSULTORIA PARA EMPRESAS EIRELI
4065,15792108000131,MF CAPACITORES INDUSTRIA E COMERCIO LTDA
4066,34131014000166,MIDAX PARTICIPACOES EIRELI
4067,30120199000152,NEGOCIOS DIGITAIS IMOVEIS LTDA
4068,7048760000118,NEOCONTROL SOLUCOES EM AUTOMACAO S.A.
4069,15806916000100,NEOYAMA INDUSTRIA E COMERCIO DE ELETROELETRONICOS LTDA
4070,7754012000150,NETWORK SOLUTIONS BRAZIL EIRELI
4071,5359081000134,NEUROTECH TECNOLOGIA DA INFORMACAO S.A.
4072,19097896000105,OFFICE FISCAL CONSULTORIA EMPRESARIAL LTDA
4073,7601295000109,PART COMUNICACAO LTDA
4074,30827108000113,R R PIETA LTDA
4075,23996582000103,REINOVE AGENCIA DE COMUNICACAO LTDA
4076,25297079000195,RETINA MONITORAMENTO E SEGURANCA DIGITAL LTDA
4077,13985086000109,ROYAL GARDEN EMPREENDIMENTOS IMOBILIARIOS LTDA
4078,20013217000143,RTN PRODUTOS ELETRONICOS LTDA
4079,2549192000115,SC NEGOCIOS IMOBILIARIOS LTDA
4080,13273246000189,SEVERINI TREINAMENTOS E SERVICOS LTDA
4081,4641614000103,SINGULAR SISTEMAS LTDA
4082,10691408000100,SOFTWARE START DESENVOLVIMENTO DE SOFTWARE DE AUTOMACAO EIRELI
4083,30490769000104,SOH SERVICOS DE TECNOLOGIA DA INFORMACAO LTDA
4084,21510940000109,SOLUTUDO BRASIL FRANCHISING LTDA.
4085,28443177000181,SOSISENTA FRANCHISING E SERVICOS LTDA
4086,68473545000159,TARGET SOLUCAO EM DISTRIBUICAO LTDA
4087,7986975000180,TECH FOR PARTICIPACOES & SISTEMAS EM TECNOLOGIA DA INFORMACAO LTDA.
4088,10670426000106,TMC - TECNOLOGIA EM TELECOMUNICACOES LTDA
4089,42272856000166,TOALHEIROS REAL EIRELI
4090,7548569000135,TREVISAN & DESCIA LTDA
4091,56669963000137,URGTEC CONSULTORIA E TREINAMENTO LTDA
4092,14084522000123,VETOR SOLUCOES LTDA
4093,11755004000104,VILCO ENGENHARIA E CONSULTORIA LTDA
4094,17336805000103,VOLTAICA PROJETO E INSTALACAO DE SISTEMAS FOTOVOLTAICOS LTDA
2182,9411312000162,NEW LINE TECNOLOGIA EM SEGURANCA LTDA
4096,11683236000196,WARKEN & ROEHE EDITORA E REVISTA LTDA
4097,13482283000105,WERNER TELEINFORMATICA LTDA
4098,13729366000148,WIER TECNOLOGIA PLASMA E OZONIO LTDA
4099,33470432000115,WILLIAN BATISTA 07102247966
4100,13352623000175,WINNING TRADING IMPORTACAO E EXPORTACAO EIRELI
4101,29607802000146,XPRAJA INTERMEDIACAO DE NEGOCIOS E PARTICIPACOES EIRELI
4102,32482647000193,YEAPPS DESENVOLVIMENTO DE SOFTWARE LTDA
4103,20837722000102,A K M ROLIM SALES
4104,12309838000140,ALEMA INDUSTRIA E COMERCIO DE PRODUTOS METALURGICOS LTDA
4105,17968730000183,AMERICA SERVIS PORTARIA LIMPEZA E CONSERVACAO LTDA
4106,29999564000161,ASKSUITE TECNOLOGIA LTDA
4107,30914260000133,BENEVIDA CORRETORA DE PLANOS DE SAUDE EIRELI
4108,42886119000153,"CAB - TECNOLOGIA E SISTEMAS, COMERCIO LTDA"
4109,34615822000107,CASHWAY TECNOLOGIA DA INFORMACAO LTDA
4110,23530814000133,CD ASSESSORIA EMPRESARIAL - EIRELI
4111,26526936000144,CONVERT CONSULTORIA E SERVICOS EM ENGENHARIA ELETRICA LTDA EPP - EPP
4112,20627066000113,CORINA STORE COMERCIO E CONFECCAO - EIRELI
4113,13672196000102,DANTAS & BALBINO ASSESSORIA CONTABIL E EMPRESARIAL EIRELI
4114,18477398000117,DAYSTAR TECNOLOGIAS LTDA
4115,11564988000138,DETECT AUTOMACAO LTDA
4116,34238460000174,DIGITRIX SOLUCOES EM TECNOLOGIA DA INFORMACAO EIRELI
4117,10289713000170,DRC SUPRIMENTOS DE INFORMATICA - EIRELI
4118,5867511000129,E - GEN CONSULTORIA PARA INFORMATICA LTDA
4119,28103957000182,ECOLOGYC SOLUCOES E SERVICOS LTDA
4120,26136546000168,EFFICIENG SOLUTIONS COMERICIO E SERVICO LTDA
4121,4181912000168,EMED TECNOLOGIA S/A
4122,2307513000175,EPLAN BRASIL LTDA
4123,24241074000188,FENIX ROBOTICA EDUCACIONAL EIRELI
4124,33821161000103,FRANTIC MARKETING E VENDAS LTDA
4125,22478779000198,GERENCIAR O TEMPO AGORA LTDA - ME
4126,23132221000119,GLOBAL BDP DESENVOLVIMENTO DE NEGOCIOS LTDA
4127,29753587000191,GT SOLAR SERVICOS ELETRICOS EIRELI
4128,1354395000193,IEA - INSTITUTO DE ESTUDOS AVANCADOS LTDA
4129,13289693000126,INGRESSOS MT SERVICOS ON LINE LTDA
4130,19064219000182,INOVA BOMBAS LTDA
4131,22753387000190,INTEGRAL SAUDE GESTAO EM SERVICOS MEDICOS EIRELI
4132,18901359000103,IT BROKER SERVICOS OPERACIONAIS LTDA
4133,27285249000147,IWS FRANQUIAS LTDA
4134,30190089000167,J C MIRANDA SERVICOS ADMINISTRATIVOS LTDA
4135,34382559000145,JACKSON ALEXANDRE ROYER
4136,47287461000150,JEDAL REDENTOR INDUSTRIA E COMERCIO LTDA
4137,15064707000139,JSERV MULTSOLUCOES LTDA
4138,29176588000110,L. A. E. M. CRUZ ASSESSORIA COMERCIAL
4139,15688357000181,LAN SOLAR E AUTOMACAO ELETRICA LTDA.
4140,29833119000127,LUANA PEIXOTO & CIA LTDA
4141,22654810000102,LUCAS BATISTA DUTRA
4142,11889741000191,M. V. B. ILUSTRACOES LTDA
4143,9146986804,Marcos Antonio Candido Dinis 091.469.868-04
4144,8996858000160,MASSALA - COMERCIO E CURSOS LIVRES LTDA
4145,22494763000179,MASTER MIND PARANA DISTRITO II
4146,21092300000118,MAX LIDER CONSULTORIA IMOBILIARIA LTDA
4147,66361197000100,META TECNOLOGIA E SISTEMAS LTDA
4148,28404805000110,MONTEIRO LOG TRANSPORTES RODOVIARIO DE CARGAS LTDA
4149,15415758000168,NEGOCIAL INTERMEDIACAO IMOBILIARIA - EIRELI
4150,18631394000141,PLENA SAUDE ADMINISTRACAO E PRESTACAO DE SERVICOS LTDA
4151,24581460000119,PORTAL MAIS NEGOCIOS SERVICOS DE INTERNET LTDA
4152,21609198000185,POSTMETRIA INTELIGENCIA DE MERCADO LTDA
4153,24633759000170,Premium Publicidade e Marketing Ltda
4154,25185736000102,"PROSOFTWARE TECNOLOGIA, COMERCIO DE INFORMATICA E SERVICOS LTDA."
4155,9605228000180,R2V SERVICOS EM INFORMATICA LTDA
4156,10641901000116,REQUINTE DISTRIBUICAO E IMPORTACAO DE PRODUTOS INDUSTRIALIZADOS LTDA
4157,332087000102,SECURITY SEGURANCA LTDA
4158,29198451000167,SOLAR TRACKER BRAZIL LTDA
4159,22279642000104,SPIN SOLAR INSTALACOES ELETRICAS EIRELI
4160,84292259000143,STEIGLEDER TEXTIL IND E COM LTDA. - EPP
4161,23121737000168,STORICA MEDIA CONSULTORIA E COMUNICACAO DIGITAL LTDA 23.121.737/0001-68
4162,85192599000165,SYSDATA COMERCIO E REPRESENTACOES EM INFORMATICA EIRELI EPP
4163,14476001000111,TAKI PAGAMENTOS S/A
4164,12273118000172,TAMBORO EDUCACIONAL S/A
4165,7010136000121,TECNOVALVULAS COMERCIO DE VALVULAS LTDA
4166,25275756000174,TENET CONSULTORIA EM BENEFICIOS E CORRETORA DE SEGUROS LTDA
4167,25291210000107,THE MACHINE AUTOMACAO EM COMERCIO DE PRODUTOS ALIMENTICIOS EIRELI
4168,15465026000182,TRANSPOBRASIL CONSULTORIA E SOLUCOES EM SOFTWARE S.A.
4169,14652138000180,VELOX CONTACT CENTER LTDA
4170,11380496000192,VIDA & INVESTIMENTO CONSULTORIA E CORRETORA DE SEGUROS LTDA
4171,34905819000110,W.F.J. SERVICOS DE TECNOLOGIA LTDA
4172,27298388000105,WILLIAM DOUGLAS SOUZA MATOS 06156087605
4173,34280579000105,WILLIAM RAFAEL BARRETO LOHN 06824388980
4174,12939141000153,X - BITS SOFTWARE SERVICES LTDA
4175,26665446000129,YES ABC IMOVEIS EIRELI
4176,24013399000103,ZALF SISTEMAS LTDA
4177,15754552000162,ADALOV CONSULTORIA EM MARKETING LTDA
4178,4212396000191,AGASUS S.A.
4179,17253266000149,ARASOL ENERGIA SOLAR LTDA
4180,21525644000173,ARQUIVAR FRANCHISING LTDA
4181,24473346000175,BRAXYCLIN GESTAO DE CARTOES DE CONVENIOS E DESCONTOS LTDA
4182,28801802000110,CERI - CENTRO ESPECIALIZADO DE REGULARIZACAO DE IMOVEIS LTDA
4183,18571420000193,CLAUDIO HIROSHI KITAMURA
4184,20642331000132,CLINCARD FIDELIZACAO DE CLIENTES EIRELI
4185,32775332000134,COLIBRI 360 SOLUCOES DIGITAIS LTDA
4186,3697421000292,COMPUTADORUSADO.COM LTDA
4187,11016414000125,CON & TAH COMUNICACAO E COMPUTACAO GRAFICA LTDA
4188,235520000183,DAL BELLO'S CAR COMERCIO DE VEICULOS LTDA
4189,19653081000157,DAP - DIAGNOSTICO EM ANATOMIA PATOLOGICA E BIOLOGIA MOLECULAR LTDA
4190,32005949000170,DATALYTICS CONSULTORIA LTDA
4191,8784188000118,ECC EMPREENDIMENTOS IMOBILIARIOS LTDA
4192,19174098000121,EFFORTECH TECNOLOGIA E SOLUCOES LTDA
4193,45972312000103,EMIBRA IND E COM DE EMBALAGENS LTDA
4194,9474329000169,ESCRITORIO GERENCIAL DE CONTABILIDADE LTDA
4195,17953635000106,FERNANDO LUIZ LAUDINO FILHO - ME
4196,24931984000192,FLEX DIGITAL LTDA
4197,3076832000180,FLEXIVEL INDUSTRIA E COMERCIO LTDA
4198,19230763000157,FORTE SEG SERVICOS EIRELI
4199,28896220000164,FREITAS & MACHADO LTDA
4200,24028001000102,FYSOL ENERGIA SOLAR LTDA
4201,13866141000133,GILSON SILVA DE CASTRO
4202,9467321000175,GOOD SERVICE GESTAO DE SERVICOS ESPECIALIZADOS LTDA
4203,16417085000148,GUARAITUBA TREINAMENTOS LTDA
4204,26443446000184,HEALTH CARE SOLUTIONS INDUSTRIA E COMERCIO DE PRODUTOS ORTOPEDICOS LTDA
4205,25168622000154,IDUS COMERCIO DE VEICULOS EIRELI
4206,3751937000197,INFANTE E SA SISTEMAS LTDA
4207,69901460000197,INFORMA SOFTWARE S/A
4208,14024794000138,INNOVO TECNOLOGIA DA INFORMACAO LTDA
4209,4947657000111,INTEGRACAO COMERCIO E SERVICOS DE INFORMATICA LTDA
4210,24333088000121,INVISTA TECNOLOGIA SERVICOS E MANUTENCAO EM COMPUTADORES LTDA.
4211,27730842000155,J&F DE PIRACICABA SOLUCOES EM INFORMATICA LTDA
4212,23493520000189,JC SCHEFFER FARIAS EIRELI
4213,29881811000120,JOHNMIG TECNOLOGIA EM SEGUROS LTDA
4214,34561875000184,JUAN VICTOR ANDRADE GOMES
4215,30838100000152,KA ASSESSORIA EM MEIO AMBIENTE E SEGURANCA DO TRABALHO LTDA
4216,23359014000100,LEANDRO BUENO DE ANDRADE REPRESENTACAO EIRELI
4217,1933058000150,LINO COMERCIAL E ENGENHARIA DA QUALIDADE LTDA
4218,70188768000116,M.C ASSOCIADOS LTDA
4219,6223664000104,MAGISTECH SISTEMAS LTDA
4220,18581443000189,MARCELO BARROS TAVARES 01444798693
4221,32907700000150,MARCHIORATO E FURMAN GESTAO DE ATIVOS LTDA
4222,7820315000124,MARCOS RODRIGUES DOS SANTOS PROCESSAMENTO DE DADOS
4223,27412637000141,MASCATIS GESTAO MARKETING E VENDAS LTDA
4224,74006115000120,MENDES & KOCH LTDA
4225,32201372000172,MHRS GESTAO IMOBILIARIA LTDA
4226,24951515000135,MOTIVEACAO PALESTRAS E PALESTRANTES LTDA
4227,2067638000175,NEC PLUS ULTRA GESTAO & TECNOLOGIA LTDA - EPP
4228,21348623000120,NOBRE TREINAMENTOS EIRELI
4229,31700960000198,ONZAP DISTRIBUICAO E COMERCIO DE TECNOLOGIA LTDA
4230,13478113000149,PACK BIG BAG INDUSTRIA DE EMBALAGENS E SERVICOS LTDA
4231,11808206000169,PAGGA TECNOLOGIA DE PAGAMENTOS LTDA
4232,8733249000118,PHARMACEUTICAL - SERVICOS E TREINAMENTOS LTDA
4233,1025202000150,PLANIMOVEL ASSESSORIA E VENDAS EIRELI
4234,11167375000167,PREMIER SYSTEM AUTOMACAO LTDA
4235,6256931000131,PRODWIN TECNOLOGIAS LTDA
4236,2656754000120,QUALIMASTER CONSULTORIA EMPRESARIAL LTDA
4237,34922053000181,R P DE GOIS
4238,32765270000180,REM CONSULTORIA E VENDAS LTDA
4239,18252355000133,REPRIX SERVICOS GRAFICOS LTDA
4240,73641771000131,REUNIDAS MOBILIDADE S/A
4241,27048913000134,"RSC INOVACAO, TECNOLOGIA E GESTAO EIRELI"
4242,440037000130,SECOVI SIND EMP COMP VEN LOC ADM IMOV EDF COND RES COM
4243,5490711000105,SEVEN CONTABILIDADE LTDA
4244,24603415000118,SIAC TECNOLOGIA EIRELI
4245,4924757000122,SIGHA EQUIPAMENTOS E SERVICOS DE INFORMATICA LTDA - ME
4246,679223000127,SINAPSE INFORMATICA LTDA
4247,34653455000128,SISTEMA AIVIS TECNOLOGIA LIMITADA
4248,8186507000193,SOLUCOES IMOBILIARIAS LTDA
4249,23128844000118,STANDARD CONTABILIDADE SP LTDA
4250,22632205000122,SUM TECNOLOGIA DA INFORMACAO LTDA
4251,4855483000167,TECNOCON - TECNOLOGIA EM CONCURSOS LTDA
4252,17390571000182,TOP LIFE - CORRETORA DE SEGUROS LTDA
4253,33629623000187,TRADE2BUSINESS TECNOLOGIA LTDA
4254,19021621000180,UCONNECT TECNOLOGIA DA INFORMACAO LTDA
4255,59069914000585,"UNIAO EDUCACIONAL, CULTURAL E TECNOLOGICA IMPACTA - UNI.IMPACTA"
4256,2187647000108,UNICA ASSESSORIA EMPRESARIAL EIRELI
4257,17596944000176,VALTER MARREIROS DA SILVEIRA JUNIOR
4258,4597658000183,VIRTUAL GATE LTDA.
4259,17067790000125,VITTO DESENVOLVIMENTO DE SOFTWARE LTDA
4260,8644984000155,W & A VILLEFORT CONSULTORIA E TECNOLOGIA LTDA
4261,10853154000180,WAYTOP INGLES SEM FRONTEIRAS LTDA
4262,14345290000110,WF INGREDIENTES DO BRASIL LTDA
4263,28356474000190,2D TELECOM LTDA
4264,25018414000179,4 ONE TREINAMENTO EM INOVACAO E CRIATIVIDADE LTDA
4265,3358329000460,ACRO CABOS DE ACO INDUSTRIA E COMERCIO LTDA
4266,23515251000104,AE3D SOLUCOES EM IMPRESSAO 3D LTDA
4267,31984462000114,AGENDE TECNOLOGIAS LTDA
4268,30132861000194,AGIR NEGOCIOS E REPRESENTACAO COMERCIAL LTDA.
4269,8202415000150,AHGORA SISTEMAS S/A
4270,29961771000127,AIRBOX DESENVOLVIMENTO DE SISTEMAS DE GESTAO LTDA
4271,10697389000120,ALMEIDA & CARVALHO ASSESSORIA CONTABIL S/S
4272,18191583000140,ALMEIDA MACHADO SERVICOS EM GESTAO DE NEGOCIOS LTDA
4273,28996754000162,AMANDA DE MOURA BETT
4274,12236804000173,ANA LAURA GUEDES DE MESQUITA TURISMO
4275,12236804000254,ANA LAURA GUEDES DE MESQUITA TURISMO
4276,50928084000104,APARECIDO VIANA IMOVEIS - EIRELI
4277,29471602000109,APOLO SOFT GESTAO E DESENVOLVIMENTO WEB LTDA
4278,17604715000156,ARGOS REMOCOES HOSPITALARES LTDA
4279,29833702000138,ARPO CONSULTORES EM TALENTOS HUMANOS LTDA
4280,23458897000105,ASAP ALUMINIO LTDA
4281,31889180000138,AUDIMA DESENVOLVIMENTO DE SOFTWARES LTDA
4282,31871036000174,BELA VIDA CARTOES LTDA
4283,32699574000196,BPS CONTROL GESTAO CONTABIL EMPRESARIAL LTDA
4284,83895516000179,BROGNOLI IMOVEIS LTDA
4285,15494532000108,BRUNO YUDY ARAKI WATANABE EIRELI
4286,12899182000163,BSP - INFORMATICA LTDA
4287,81364283000152,CAMERA UM VIDEO PRODUCOES LTDA
4288,26682230000171,CAPITAL CONTADORES LTDA
4289,11977876000109,CARIOCA CONSULTORIA E AUDITORIA LTDA
4290,27450967000121,CDD KM ONLINE LTDA
4291,23466245000104,CERTIRIO CERTIFICACAO E SOLUCOES EMPRESARIAIS LTDA
4292,23862294000166,CEZAR E REDAELLI COMUNICACAO E TECNOLOGIA LTDA
4293,15176668000161,CLIEVER INDUSTRIA E COMERCIO DE PRODUTOS TECNOLOGICOS SA
4294,4914489000168,CLINICA DE CIRURGIA E DERMATOLOGIA PARAISO LTDA
4295,30073568000101,COGNITIO GESTAO CONTABIL E FINANCEIRA LTDA
4296,11478505000182,COMERCIO DE PISCINAS XANXERE LTDA
4297,34265283000115,CONEXAO GESTAO FINANCEIRA APOIO ADMINISTRATIVO LTDA
4298,3412697000104,CONSTRUSAT LTDA
