Id Spotter,CNPJ,Razão Social,Status,Data base,Data churn,LT (Meses),MRR Inicial,MRR Total (Atual),Spotter (R$),Comunicação (R$),Searching (R$),Exact Club (R$),Nº de Funcionarios Linkedin (Sobre),Nº funcionarios Conectados Linkedin,Link do LinkedIn,Porte (ajustado),Porte da Empresa segundo Receita Federal,Porte da Empresa segundo base de dados do Searching,Mercado,Sub setor,Leads em entrada,Agendamentos,Vendas,Cadencia ativa,Workflow ativo,Atividades concluidas,Numero de usuáros,Integração Inbound,Integração CRM,Minutos telefonia,Origem,Upsell (Sim / Não),Upsell (Nº),Upsell (R$),Downsell (Sim/Não),Downsell (Nº),Downsell (R$),Tipo de contrato,CNPJ
12124,37.787.409/0001-00,PERUCHI ODONTOLOGIA LTDA,Ativo,01/05/2022,,6,"847,9","847,9",699,"148,9",0,,Não Tem,Não Tem,Não Tem,Very Small,ME,ME,Serviços - Prestação de serviço de saúde (B2C),,0,"54,5",3,1,8,"400,3333333",6,,,"165,1666667",ListasAtivas,Não,0,0,,,,ANUAL,37787409000100
12205,02.045.747/0001-91,LINSOFT INFORMATICA LTDA,Churn,01/05/2022,25/11/2022,6,"1257,9","1257,9",759,"348,9",150,,51-200,23,https://www.linkedin.com/company/linsoft-sistemas/,Middle,EPP,EPP,Software - Comércio varejista e atacadista,,0,"2,75",0,0,10,"184,6",8,,ZohoCRM,"207,2",ListasAtivas,Não,0,0,,,,SEMESTRAL,2045747000191
10219,31.581.567/0001-22,SERVIÇO SOCIAL PATRONAL DE GOIÁS,Churn,01/02/2021,19/07/2022,17,867,867,,,,,Não Tem,Não Tem,Não Tem,Big,DEMAIS,DEM,Serviços - Coaching e consultoria,,0,0,0,0,0,0,3,,,0,EventoPróprio,Não,0,0,,,,ANUAL,31581567000122
11400,07.242.402/0001-41,Cosmefar Industria e Comercio de Produtos Quimicos LTDA,Ativo,01/11/2021,,12,5759,"5892,93",759,"133,93",0,5000,51-200,25,https://www.linkedin.com/company/cosmefar/about/,Middle,EPP,EPP,Indústrias da Transformação - Químicos e Farmacêuticos,,"120,7",12,"12,83333333",0,0,"80,55555556",10,RDStation,,"57,57142857",EventodeTerceiros,Sim,3,"217,9",Sim,1,69,SEMESTRAL,7242402000141
11731,23.240.029/0001-46,SKYLINE INOVACAO E PRODUCOES LTDA,Churn,01/01/2022,17/09/2022,8,"765,9","765,9",,,,,2-10,12,https://www.linkedin.com/company/skyline-ip/,Small,EPP,EPP,"Serviços - Marketing, publicidade, design e produção",,0,5,"1,5",0,4,2,6,,HubSpot CRM,0,BDR,Não,0,0,,,,ANUAL,23240029000146
11787,01.227.347/0001-34,APOIO EMPRESARIAL CONSULTORIA DE NEGOCIOS LTDA.,Ativo,01/01/2022,,10,517,517,398,0,119,,11-50,17,https://www.linkedin.com/company/apoio-consultoria-de-negocios/,Small,ME,DEM,Serviços - Coaching e consultoria,,1,0,8,1,4,4,7,RDStation,,0,BDR,Não,0,0,,,,ANUAL,1227347000134
12079,24.296.850/0001-47,PLANNING AUDITORES E CONTADORES LTDA,Ativo,01/04/2022,,7,"1146,9","3544,9",1097,"248,9",199,2000,201-500,137,https://www.linkedin.com/company/grupo-planning/about/,Middle,ME,ME,"Serviços - Jurídicos, de advocacia, contabilidade ou auditoria",,"13,2","5,8",0,3,10,1845,18,RDStation,,"800,4",ListasAtivas,Sim,3,2398,Sim,1,2000,ANUAL,24296850000147
12252,42.412.343/0001-03,HIPER MOVEIS E ESTRUTURAS LTDA,Ativo,01/05/2022,,6,1057,1057,759,99,199,,201-500,4,https://www.linkedin.com/company/hiper-estruturas-solar/about/,Middle,EPP,EPP,Comércio de Bens de Consumo duráveis - Materiais elétricos e de construção,,0,"46,75","1,5",1,8,138,9,,,"42,2",Site,Não,0,0,,,,SEMESTRAL,42412343000103
12277,10.340.101/0001-65,RJ VENDAS E AUTOMACAO LTDA,Ativo,01/06/2022,,5,"996,9","996,9",699,"148,9",149,,Não Tem,Não Tem,Não Tem,Very Small,ME,ME,"Software - Serviços administrativos (financeiro, contábil, RH, jurídico, monitoramento e segurança)",,0,"2,75",1,4,10,103,7,,NectarCRM,"70,5",Site,Não,0,0,,,,ANUAL,10340101000165
12612,11.208.241/0001-47,PANGELUPI TECNOLOGIA DA INFORMACAO LTDA,Ativo,01/09/2022,,2,"1096,9","1096,9",699,"248,9",149,,11-50,21,https://www.linkedin.com/company/grupo-gerenciar/about/,Small,EPP,ME,"Software - BI, dados e segurança da informação",,26,3,0,2,8,233,6,,Agendor,19,MKTdeConteúdo,Não,0,0,,,,ANUAL,11208241000147
12699,26.923.102/0001-72,M B M PRODUTOS DE ESCRITORIO E INFORMATICA EIRELI,Ativo,01/09/2022,,2,699,699,699,0,0,,11-50,21,https://www.linkedin.com/company/mbmgoiania/?originalSubdomain=br,Small,DEMAIS,EPP,Comércio de Bens de Consumo duráveis - Equipamentos eletrônicos ; hardwares,,0,1,0,1,14,0,4,,,0,CoMKTConteúdo,Não,0,0,,,,ANUAL,26923102000172
10026,07.740.099/0001-07,Viacao Minas Gerais Ltda,Churn,01/01/2021,07/06/2022,17,699,699,,,,,51-200,14,www.linkedin.com/company/via%C3%A7%C3%A3o-minas-gerais/,Middle,,,,,0,2,0,0,2,"1,5",3,,,"20,5",,Não,0,0,,,,,7740099000107
10600,24.255.324/0001-39,MSO COMERCIAL IMPORTADORA EIRELI,Churn,01/05/2021,24/09/2021,4,998,998,,,,,Não Tem,Não Tem,Não Tem,Small,EPP,ME,"Comércio de Bens de Consumo duráveis - Instrumentos musicais, artefatos para esportes, brinquedos, jogos recreativos, itens de escritório, brindes e utilidades domésticas",,14,2,0,0,6,0,6,RDStation,RDStationCRM,0,Indicação,Não,0,0,,,,ANUAL,24255324000139
10792,09.134.330/0001-44,FOCAR CONSTRUCOES E EMPREENDIMENTOS LTDA,Churn,01/06/2021,29/10/2021,4,915,915,,,,,11-50,12,www.linkedin.com/company/focar-construcoes-e-empreendimentos/about/,Small,ME,EPP,Serviços - Construtoras / incorporadoras de edifícios e obras de infra-estrutura,,0,0,"9,090909091",0,6,0,4,,,"0,5",ListasAtivas,Não,0,0,,,,MENSAL,9134330000144
11626,24.853.805/0001-46,RISU MARKETING DIGITAL TECNOLOGIA E VEICULACAO SOCIAL LTDA,Ativo,01/12/2021,,11,1095,"1047,9",699,"348,9",0,,11-50,20,https://www.linkedin.com/company/ris%C3%BC/about/,Small,DEMAIS,DEM,Serviços - Tecnologia da Informação,,0,"33,2",2,5,32,"516,1",9,,,"1766,3",BDR,Sim,1,"49,9",Sim,1,97,MENSAL,24853805000146
11636,66.410.523/0001-14,MULTILOGICA INFORMATICA LTDA,Churn,01/12/2021,24/06/2022,6,467,467,,,,,11-50,15,https://www.linkedin.com/company/multilogica/about/,Small,EPP,EPP,Software - Gestão Empresarial (ERP),,0,9,2,0,6,129,4,,,0,BDR,Não,0,0,,,,ANUAL,66410523000114
11678,09.013.155/0001-37,RAMOS CORRETORA DE SEGUROS LTDA,Churn,01/01/2022,05/10/2022,9,"1206,9","808,9",,,,,11-50,26,www.linkedin.com/company/multirisco-especialista-em-seguros/,Small,EPP,ME,,,0,"8,333333333",1,2,4,"300,25",23,,,"464,1666667",Indicação,Sim,1,796,Sim,2,1194,SEMESTRAL,9013155000137
11694,71.504.328/0001-93,MS GERADORES LTDA,Churn,01/01/2022,07/04/2022,3,"1296,9","1296,9",,,,,11-50,28,https://www.linkedin.com/company/ms-geradores-ltda/,Small,DEMAIS,ME,Indústrias da Transformação - Equipamentos industriais,,0,3,"2,5",0,6,34,7,,Agendor,0,ListasAtivas,Não,0,0,,,,ANUAL,71504328000193
11711,03.980.282/0001-29,HUDSON IMPORTS COMPANY LTDA,Churn,01/01/2022,15/08/2022,7,828,828,,,,,11-50,30,https://www.linkedin.com/company/hudson-imports/about/,Small,DEMAIS,GE,Comércio de Bens de Consumo duráveis - Móveis e artigos domésticos,,0,0,"5,714285714",0,4,"81,66666667",5,,,0,CoMKTConteúdo,Não,0,0,,,,SEMESTRAL,3980282000129
11716,38.323.227/0001-40,CSC GESTAO INTEGRADA S/A,Ativo,01/01/2022,,10,"1117,9","1117,9",699,"49,9",369,,1001-5000,572,https://www.linkedin.com/company/master-internet/about/,Big,DEMAIS,DEM,Serviços - Tecnologia da Informação,,"109,125",19,0,51,30,"3,5",16,RDStation,RDStationCRM,0,ListasAtivas,Não,0,0,,,,ANUAL,38323227000140
11749,26.229.892/0001-90,SIGMA GERENCIAMENTO DE PROJETOS LTDA,Churn,01/01/2022,20/10/2022,9,917,699,,,,,11-50,14,https://www.linkedin.com/company/sigma-gerenciamento-de-projetos/about/,Small,EPP,ME,Serviços - Coaching e consultoria,,0,0,0,0,2,0,7,,,0,CoMKTConteúdo,Não,0,0,Sim,3,218,ANUAL,26229892000190
11826,12.632.349/0001-25,RANNY ENGENHARIA LTDA,Churn,01/02/2022,10/09/2022,7,1127,1127,,,,,51-200,29,linkedin.com/company/solusit/,Middle,EPP,ME,Serviços - Administrativos e serviços complementares,,0,0,1,0,16,62,9,RDStation,,101,ListasAtivas,Não,0,0,,,,SEMESTRAL,12632349000125
11848,08.754.217/0001-07,CRIASOL SOLUCOES CRIATIVAS EM TECNOLOGIA DA INFORMACAO EIRELI,Churn,01/02/2022,11/07/2022,5,"1156,9","1156,9",,,,,11-50,13,https://www.linkedin.com/company/criasol/about/,Small,ME,ME,"Serviços - Desenvolvimento de softwares, sistemas e apps",,0,2,"2,5",0,24,2,8,,,0,BDR,Não,0,0,,,,SEMESTRAL,8754217000107
11873,26.231.209/0001-50,GW ADMINISTRACAO DE CONDOMINIOS- EIRELI,Ativo,01/02/2022,,9,1263,3763,796,318,149,2500,51-200,16,https://www.linkedin.com/company/gw-administradora-de-condom%C3%ADnios/,Middle,EPP,ME,Serviços - Administrativos e serviços complementares,,0,"3,75",1,1,4,"37,33333333",9,,,"88,4",BDR,Sim,1,2500,,,,MENSAL,26231209000150
11886,12.087.270/0001-60,OQR ENERGIA FOTOVOLTAICA LTDA,Churn,01/02/2022,18/05/2022,3,945,945,,,,,Não Tem,Não Tem,Não Tem,Very Small,ME,ME,Gás e Energia,,0,11,1,0,4,1,4,,,0,BDR,Não,0,0,,,,MENSAL,12087270000160
11887,30.009.652/0001-58,UNION FOODS COMERCIO DE ALIMENTOS LTDA,Churn,01/03/2022,28/08/2022,5,"957,9","957,9",,,,,11-50,13,https://www.linkedin.com/company/union-foods-produtos-alimenticios/about/,Small,ME,ME,Comércio de Bens de Consumo não duráveis - Produtos Alimentícios e bebidas,,0,"1,5",2,1,14,"65,5",4,,,"61,66666667",EventodeTerceiros,Não,0,0,,,,SEMESTRAL,30009652000158
11908,35.834.024/0001-20,CASHPREV CONSULTORIA E SEGUROS DE VIDA LTDA,Churn,01/02/2022,28/11/2022,9,"1044,9","1044,9",796,"248,9",0,,2-10,Não Tem,https://www.linkedin.com/company/cashprev/about/,Very small,ME,ME,"Serviços - Financeiro, seguros, previdência complementar e planos de saúde",,0,"15,5",1,19,4,7,13,,,136,Indicação,Não,0,0,,,,MENSAL,35834024000120
11962,18.263.550/0001-69,DIVISIO SISTEMAS ON-LINE LTDA,Churn,01/03/2022,11/07/2022,4,"1047,9","1047,9",,,,,11-50,12,https://br.linkedin.com/company/divisioinc/about,Small,ME,ME,"Serviços - Desenvolvimento de softwares, sistemas e apps",,0,0,"5,714285714",0,8,49,6,,,0,ListasAtivas,Não,0,0,,,,ANUAL,18263550000169
11996,39.469.454/0001-41,GESTAO MAIS FACIL LTDA,Ativo,01/03/2022,,8,1176,1534,898,636,0,,11-50,36,https://www.linkedin.com/company/ss-business/?originalSubdomain=br,Small,EPP,EPP,Software - Gestão Empresarial (ERP),,0,"61,71428571",0,0,6,"766,375",10,,PipeDrive,"3541,875",BDR,Sim,2,358,,,,ANUAL,39469454000141
12015,06.981.100/0001-22,TGL CONSULTORIA ADMINISTRACAO E CORRETAGEM DE SEGUROS LTDA,Churn,01/03/2022,25/07/2022,4,796,796,,,,,51-200,36,https://www.linkedin.com/company/tgl-consultoria-oficial/,Middle,EPP,EPP,Serviços - Coaching e consultoria,,0,0,0,0,6,0,5,,,0,CoMKTConteúdo,Não,0,0,,,,MENSAL,6981100000122
12035,37.873.590/0001-77,KULA TECNOLOGIA DA INFORMACAO LTDA,Churn,01/03/2022,30/08/2022,5,768,768,,,,,11-50,7,https://www.linkedin.com/company/kulajobs/about/,Small,ME,ME,Serviços - Administrativos e serviços complementares,,0,0,1,2,8,"9,5",3,,,0,ListasAtivas,Não,0,0,,,,ANUAL,37873590000177
12135,35.633.137/0001-68,MD TRADING SERVICOS LTDA,Ativo,01/04/2022,,7,1144,1144,796,199,149,,2-10,13,https://www.linkedin.com/company/mdtradebr/about/,Small,ME,ME,"Serviços - Logística, transporte, armazenagem e distribuição de mercadorias",,0,"2,666666667","74,66666667",2,6,"484,1666667",5,,PipeDrive,"1024,666667",ListasAtivas,Não,0,0,,,,MENSAL,35633137000168
12138,10.564.092/0001-96,FLAT TELECOMUNICACOES LTDA,Ativo,01/04/2022,,7,1165,1263,1194,0,69,,Não Tem,Não Tem,Não Tem,Very Small,ME,ME,Serviços - Tecnologia da Informação,,0,0,0,1,8,59,8,,,0,ListasAtivas,Sim,1,398,Sim,1,300,MENSAL,10564092000196
12144,45.907.352/0001-63,LEADER SOLUCOES COMERCIAIS LTDA,Ativo,01/04/2022,,7,995,796,796,0,0,,Não Tem,Não Tem,Não Tem,Small,ME,ME,Serviços - Administrativos e serviços complementares,,0,"23,2",28,0,4,"46,83333333",11,,,0,BDR,Não,0,0,Sim,2,199,MENSAL,45907352000163
12180,23.335.049/0001-09,ALS TRIBOLOGY BRASIL ANALISE DE FLUIDOS LTDA.,Ativo,01/05/2022,,6,"1594,9","1594,9",699,"526,9",369,,10000+,1112,https://www.linkedin.com/company/alslifesciences/about/,Big,DEMAIS,GE,Serviços - Administrativos e serviços complementares,,0,"17,4",0,0,14,"13,25",17,,DynamicsOnline,"114,1666667",EventodeTerceiros,Não,0,0,,,,ANUAL,23335049000109
12211,38.008.685/0001-95,SOL & AGUA PRODUTOS SUSTENTAVEIS DE ENERGIA SOLAR EIRELI,Ativo,01/09/2022,,2,1165,1165,796,0,369,,Não Tem,Não Tem,Não Tem,Very Small,ME,ME,Gás e Energia,,0,0,0,1,20,0,3,,,1,BDR,Não,0,0,,,,MENSAL,38008685000195
12226,31.153.322/0001-02,CODE SQUARE SOLUCOES EM TECNOLOGIA LTDA,Churn,01/05/2022,30/12/2022,7,"1193,9","1193,9",796,"248,9",149,,11-50,13,https://www.linkedin.com/company/codesquaretecnologia/about/,Small,EPP,ME,Serviços - Tecnologia da Informação,,0,"2,333333333",1,0,10,"12,75",13,,,"20,4",ListasAtivas,Não,0,0,,,,MENSAL,31153322000102
12232,42.888.115/0001-04,A EDITORA EIRELI,Churn,01/05/2022,27/09/2022,4,1264,1064,,,,,Não Tem,Não Tem,Não Tem,Very Small,ME,ME,Serviços - Administrativos e serviços complementares,,0,"36,33333333","4,4",0,8,189,7,,,"229,6666667",Site,Não,0,0,Sim,1,200,MENSAL,42888115000104
12242,33.560.080/0001-99,RB ENERGIA E SERVICOS EIRELI,Ativo,01/05/2022,,6,"1482,9","1482,9",796,"367,9",319,,51-200,32,https://www.linkedin.com/company/detronic-energia/about,Middle,DEMAIS,ME,Gás e Energia,,0,"14,2",1,2,8,"398,8",9,,PipeDrive,283,ListasAtivas,Não,0,0,,,,MENSAL,33560080000199
12278,16.749.178/0001-70,PANDA PROMOCOES E EVENTOS LTDA,Ativo,01/06/2022,,5,"1106,9","1106,9",759,"148,9",199,,11-50,22,https://www.linkedin.com/company/panda-promo%C3%A7%C3%B5es-e-eventos/about/,Small,DEMAIS,ME,"Serviços - Marketing, publicidade, design e produção",,0,1,"3,5",0,4,65,5,,,"31,66666667",ListasAtivas,Não,0,0,,,,SEMESTRAL,16749178000170
12306,08.000.185/0001-46,CTRL CONSULTORIA EMPRESARIAL LTDA.,Ativo,01/06/2022,,5,"4213,9","4213,9",,,,,Não Tem,Não Tem,Não Tem,Very Small,ME,ME,"Serviços - Jurídicos, de advocacia, contabilidade ou auditoria",,0,2,0,0,6,"35,5",4,,,"38,5",Site,Não,0,0,,,,ANUAL,8000185000146
12319,21.043.282/0002-65,LEITURINHA S.A.,Ativo,01/06/2022,,5,"5196,4","4322,65","873,75","448,9",0,3000,201-500,221,https://www.linkedin.com/company/playkids/,Middle,DEMAIS,DEM,Software - Educacional,,0,"28,33333333",0,18,6,"211,3333333",18,,,"108,75",Anúncio,Não,0,0,Sim,1,"873,75",ANUAL,21043282000265
12321,20.068.162/0001-79,PMBASIS ADMINISTRACAO E SERVICOS LTDA,Ativo,01/06/2022,,5,"1143,9","1143,9",796,"148,9",199,,11-50,21,https://www.linkedin.com/company/pmbasis,Small,ME,ME,Serviços - Coaching e consultoria,,0,2,3,1,12,"52,5",6,,,"566,25",BDR,Não,0,0,,,,MENSAL,20068162000179
12335,17.027.806/0001-76,CONSERVO SERVICOS GERAIS LTDA,Ativo,01/06/2022,,5,"1266,9","1266,9",699,"248,9",319,,10000+,835,https://www.linkedin.com/company/grupo-conservo?originalSubdomain=br,Big,DEMAIS,GE,Serviços - Administrativos e serviços complementares,,0,"9,666666667",0,2,26,"56,33333333",4,,,"126,3333333",ListasAtivas,Não,0,0,,,,ANUAL,17027806000176
12370,21.709.515/0001-35,RHINO VIGILANCIA PATRIMONIAL EIRELI,Ativo,01/07/2022,,4,"1093,9","1093,9",796,"148,9",149,,Não Tem,Não Tem,Não Tem,Small,EPP,ME,Serviços - Administrativos e serviços complementares,,0,1,0,1,8,53,4,,,"84,66666667",ListasAtivas,Não,0,0,,,,MENSAL,21709515000135
12372,10.345.806/0001-75,NIVEL 3 TI,Ativo,01/07/2022,,4,"1106,9","1106,9",759,"148,9",199,,11-50,18,https://www.linkedin.com/company/nivel3ti-excel%C3%AAncia-em-ti/about/,Small,EPP,ME,Serviços - Tecnologia da Informação,,0,0,4,2,12,"10,66666667",6,,,"12,66666667",ListasAtivas,Não,0,0,,,,SEMESTRAL,10345806000175
12381,08.294.237/0001-34,ASSOCIACAO DE EMPRESAS DE COMERCIO DE MATERIAIS DE CONSTRUCAO DE MINAS GERAIS,Ativo,01/06/2022,,5,1273,1273,796,477,0,,Não Tem,13,https://br.linkedin.com/company/construai/about,Small,DEMAIS,DEM,Comércio de Bens de Consumo duráveis - Materiais elétricos e de construção,,"2,333333333","9,666666667",0,1,10,"43,33333333",8,RDStation,,88,ListasAtivas,Não,0,0,,,,MENSAL,8294237000134
12390,08.019.004/0001-23,SMARTSCAN SERVICOS DIGITAIS LTDA,Ativo,01/07/2022,,4,"1196,9","1196,9",699,"248,9",249,,Não Tem,Não Tem,Não Tem,Small,EPP,EPP,Serviços - Tecnologia da Informação,,0,"2,333333333","5,333333333",0,4,"320,3333333",4,,,87,BDR,Não,0,0,,,,ANUAL,8019004000123
12397,11.974.349/0001-40,TOPNUTRI NUTRICAO ANIMAL INDUSTRIA E COMERCIO LTDA,Ativo,01/07/2022,,4,798,798,699,99,0,,11-50,39,https://www.linkedin.com/company/topnutrinutricaoanimal/about/,Small,DEMAIS,ME,"Indústrias da Transformação - Alimentícios, bebidas e fumo",,0,3,0,0,10,"76,66666667",26,,,"18,75",CoMKTConteúdo,Não,0,0,,,,ANUAL,11974349000140
12399,25.021.140/0001-77,CONTA JA CONTABILIDADE LTDA,Churn,01/07/2022,29/11/2022,4,"1007,9","1626,9",759,"248,9",619,,51-200,31,linkedin.com/company/contajaonline/,Middle,ME,ME,"Serviços - Jurídicos, de advocacia, contabilidade ou auditoria",,923,2,1,5,8,0,9,,,7,ListasAtivas,Sim,2,619,,,,SEMESTRAL,25021140000177
12420,18.749.444/0001-90,COACHR RECURSOS HUMANOS LTDA,Ativo,01/07/2022,,4,818,818,699,0,119,,2-10,8,https://www.linkedin.com/company/coachr/about/,Very small,ME,ME,Serviços - Coaching e consultoria,,0,"4,5",0,2,6,"4,5",5,,,0,EventodeTerceiros,Não,0,0,,,,ANUAL,18749444000190
12452,11.129.166/0001-29,AB POSITIVO COMUNICACAO E MARKETING LTDA,Ativo,01/07/2022,,4,1107,1107,759,199,149,,11-50,16,https://br.linkedin.com/company/lf-mercado/about,Small,EPP,EPP,"Serviços - Marketing, publicidade, design e produção",,0,1,0,0,4,1,5,,,0,ListasAtivas,Não,0,0,,,,SEMESTRAL,11129166000129
12453,30.125.480/0001-88,GERACAO TI DESENVOLVIMENTO E CONSULTORIA LTDA,Ativo,01/07/2022,,4,"1156,9","1156,9",759,"148,9",249,,11-50,15,linkedin.com/company/geracao-ti-desenvolvimento-e-consultoria/about/,Small,EPP,ME,Serviços - Tecnologia da Informação,,0,0,0,0,10,131,5,,,40,ListasAtivas,Não,0,0,,,,SEMESTRAL,30125480000188
12469,07.827.450/0001-00,MA - CONSULTORIA & TREINAMENTO LTDA,Ativo,01/07/2022,,4,1257,1257,759,299,199,,11-50,23,https://www.linkedin.com/company/ma-consultoria-e-treinamentos/,Small,ME,ME,Serviços - Coaching e consultoria,,0,0,"2,133333333",1,8,0,6,,,0,EventodeTerceiros,Não,0,0,,,,SEMESTRAL,7827450000100
12474,02.213.971/0001-45,DELPHI INFORMATICA LTDA,Churn,01/07/2022,28/10/2022,3,908,759,,,,,Não Tem,Não Tem,Não Tem,Very small,DEMAIS,ME,Software - Gestão Empresarial (ERP),,0,4,"7,333333333",0,2,0,7,,,0,BDR,Não,0,0,Sim,1,149,SEMESTRAL,2213971000145
12475,04.231.268/0001-95,RW TECNOLOGIA INDUSTRIA E COMERCIO LTDA,Ativo,01/07/2022,,4,"1385,9","1385,9",699,"367,9",319,,51-200,20,https://www.linkedin.com/company/rwtech/,Middle,EPP,ME,"Software - Serviços administrativos (financeiro, contábil, RH, jurídico, monitoramento e segurança)",,"2,5",38,"6,666666667",0,6,555,5,,,441,MKTdeConteúdo,Não,0,0,,,,ANUAL,4231268000195
12476,02.429.647/0001-69,CLUBE DE VANTAGENS VIDA OURO,Ativo,01/07/2022,,4,"1355,9","1355,9",958,"248,9",149,,11-50,39,https://www.linkedin.com/company/masterclassicseg/,Small,DEMAIS,DEM,Serviços - Corretoras de seguro e seguradoras,,0,1,"1,5",0,8,"66,66666667",12,,,15,EventodeTerceiros,Não,0,0,,,,SEMESTRAL,2429647000169
12482,09.555.387/0001-17,"TS COMERCIO, LOCACAO E SERVICOS LTDA.",Ativo,01/07/2022,,4,"1096,9","1096,9",699,"148,9",249,,11-50,15,https://www.linkedin.com/company/telematixsolutions/about,Small,DEMAIS,EPP,Serviços - Tecnologia da Informação,,0,1,0,1,10,22,7,,,8,ListasAtivas,Não,0,0,,,,ANUAL,9555387000117
12483,16.941.228/0001-16,TOFANI & MACHADO GESTAO DOCUMENTAL LTDA,Ativo,01/07/2022,,4,998,998,699,299,0,,11-50,15,https://www.linkedin.com/company/archivio-brasil/,Small,EPP,ME,"Serviços - Logística, transporte, armazenagem e distribuição de mercadorias",,0,0,"3,8",1,12,3,5,,,26,CoMKTConteúdo,Não,0,0,,,,ANUAL,16941228000116
12497,18.294.533/0001-99,A MACACO INDUSTRIA CRIATIVA EIRELI,Ativo,01/07/2022,,4,1356,1356,958,199,199,,11-50,22,https://www.linkedin.com/company/a-macaco/about/,Small,ME,ME,"Serviços - Organização de eventos, restaurantes e buffets",,0,"10,5",1,0,12,159,7,,,"2,666666667",Site,Não,0,0,,,,SEMESTRAL,18294533000199
12498,08.377.899/0001-78,TIERH TECNOLOGIA DA INFORMACAO E ENGENHARIA LTDA,Ativo,01/07/2022,,4,"1106,9","1106,9",759,"148,9",199,,11-50,43,https://www.linkedin.com/company/tierh/,Small,EPP,ME,Serviços - Tecnologia da Informação,,0,0,6,0,14,6,4,,,0,BDR,Não,0,0,,,,SEMESTRAL,8377899000178
12514,38.416.972/0001-34,EQUILIBRIO CORRETORA DE SEGUROS LTDA,Ativo,01/07/2022,,4,"1095,9","1095,9",796,"249,9",50,,Não Tem,Não Tem,Não Tem,Very Small,ME,ME,Serviços - Corretoras de seguro e seguradoras,,0,6,0,13,6,1,6,,,8,MKTdeConteúdo,Não,0,0,,,,MENSAL,38416972000134
12530,09.643.027/0001-77,HANDCOM INOVACOES TECNOLOGICAS LTDA,Ativo,01/08/2022,,3,"1107,9","908,9",759,"49,9",100,,11-50,12,https://www.linkedin.com/company/handcom/about/,Small,EPP,ME,"Software - Serviços (Contábil, Financeiro, Logística, Monitoramento/Segurança, RH)",,0,1,"2,333333333",0,16,0,4,,,0,EventoPróprio,Não,0,0,Sim,1,199,SEMESTRAL,9643027000177
12534,35.930.248/0001-36,MARCELO VICTOR BARCELOS BASTOS CONSULTORIA EM GESTAO EMPRESARIAL LTDA,Ativo,01/08/2022,,3,1107,958,759,199,0,,11-50,3,https://www.linkedin.com/company/cubo-marketing-de-resultado/about/,Small,ME,ME,"Serviços - Marketing, publicidade, design e produção",,0,"13,66666667",2,2,0,"291,6666667",4,,,"743,3333333",BDR,Não,0,0,Sim,1,149,SEMESTRAL,35930248000136
12545,20.369.278/0001-48,LATICINIO SEVILHA LTDA,Ativo,01/08/2022,,3,1114,1114,796,199,119,,Não Tem,10,https://www.linkedin.com/company/latic%C3%ADnio-sevilha/about/,Very small,EPP,DEM,Comércio de Bens de Consumo não duráveis - Produtos Alimentícios e bebidas,,0,0,0,0,2,1,9,,,14,Site,Não,0,0,,,,MENSAL,20369278000148
12559,00.085.885/0001-79,ACTAR CONNECTIVITY ENGENHARIA DE TELECOMUNICACOES LTDA,Ativo,01/08/2022,,3,1017,"1265,9",699,"367,9",199,,11-50,36,https://www.linkedin.com/company/actar-tech/,Small,DEMAIS,DEM,Serviços - Tecnologia da Informação,,0,5,0,1,26,160,13,,,"108,5",BDR,Sim,3,"248,9",,,,ANUAL,85885000179
12592,47.539.162/0001-66,PRIVA EXPERIENCIAS LTDA,Ativo,01/08/2022,,3,1194,1194,796,199,199,,Não Tem,Não Tem,Não Tem,Small,EPP,EPP,"Software - Retenção (CS, pós-venda)",,0,2,"3,5",1,12,1,8,,,44,Site,Não,0,0,,,,MENSAL,47539162000166
12613,19.151.741/0001-00,OPUS 127 SOLUCOES EM TECNOLOGIA DA INFORMACAO LTDA,Churn,01/09/2022,05/01/2023,4,"1077,9","1276,9",759,"49,9",269,,11-50,14,linkedin.com/company/opus127,Small,ME,ME,"Serviços - Desenvolvimento de softwares, sistemas e apps",,0,6,11,0,16,"113,5",6,,PipeDrive,0,CoMKTConteúdo,Não,0,0,,,,SEMESTRAL,19151741000100
12632,24.783.329/0001-34,QUALITYCERT CERTIFICACAO LTDA,Ativo,01/09/2022,,2,"3810,9","3810,9",1893,"1148,9",769,,201-500,140,https://www.linkedin.com/company/qualitycertcertificacaodigital/,Middle,DEMAIS,DEM,"Software - Serviços administrativos (financeiro, contábil, RH, jurídico, monitoramento e segurança)",,0,23,0,0,20,111,17,,,"246,5",ListasAtivas,Não,0,0,,,,ANUAL,24783329000134
10936,18.740.307/0001-94,EMBALAGENS MATO GROSSO INDUSTRIA E COMERCIO EIRELI,Churn,01/07/2021,25/09/2022,14,1316,1316,,,,,Não Tem,Não Tem,Não Tem,Small,EPP,ME,Comércio de Bens de Consumo duráveis - Embalagens e Rótulos,,0,"4,2",0,1,16,"104,5714286",3,,,"78,57142857",Indicação,Não,0,0,,,,ANUAL,18740307000194
11791,05.634.190/0001-12,JVM SOLAR LTDA,Churn,01/02/2022,09/06/2022,4,1144,1144,,,,,Não Tem,Não Tem,Não Tem,Small,EPP,EPP,Gás e Energia,,0,1,0,0,4,"40,33333333",8,,,"57,66666667",MKTdeConteúdo,Não,0,0,,,,MENSAL,5634190000112
